日期,年度,月份,季度,公司,板块,营业收入,营业成本,销售费用,管理费用,研发费用,财务费用,其他收益,利润总额,净利润,经营活动现金流,预算营业收入,预算利润总额,应收账款,存货,资产总额,负债总额,所有者权益
2023-03-01,2023,3,Q1,大有期货,金融服务,7474.85,2988.67,294.95,711.5,94.66,266.69,89.61,3207.99,2618.72,3709.24,7822.58,1408.07,6397.14,3822.75,209436.02,118851.43,104303.4
2023-04-01,2023,4,Q2,大有期货,金融服务,8615.36,3630.43,268.56,870.15,195.82,293.06,186.23,3543.56,2875.44,2761.78,8095.28,1457.15,7016.6,4017.24,212882.05,122156.24,104303.4
2023-05-01,2023,5,Q2,大有期货,金融服务,8080.78,3562.29,234.7,762.32,135.12,339.46,126.49,3173.39,2447.81,2840.7,8195.09,1475.12,6049.8,3626.24,209874.16,122743.38,104303.4
2023-06-01,2023,6,Q2,大有期货,金融服务,7419.51,3092.81,259.46,699.68,108.11,290.23,168.88,3138.11,2441.48,1389.87,8095.28,1457.15,6308.97,2924.66,206708.51,119484.3,104303.4
2023-07-01,2023,7,Q3,大有期货,金融服务,7042.18,3122.91,202.88,680.62,159.94,369.56,161.84,2668.11,2116.21,2651.47,7822.58,1408.07,7538.71,3553.88,210552.16,122163.08,104303.4
2023-08-01,2023,8,Q3,大有期货,金融服务,7414.37,2877.89,212.49,666.43,90.51,299.27,140.9,3408.67,2569.98,2141.99,7450.08,1341.01,8586.42,4132.15,207932.41,119227.06,104303.4
2023-09-01,2023,9,Q3,大有期货,金融服务,6582.7,2757.02,243.57,616.53,102.29,239.65,171.78,2795.42,2091.92,2236.01,7077.58,1273.96,7920.56,3320.4,214850.26,128117.41,104303.4
2023-10-01,2023,10,Q4,大有期货,金融服务,6816.37,3090.39,222.12,670.63,114.66,322.39,137.15,2533.34,2053.43,1342.75,6804.88,1224.88,6529.59,2815.36,213034.77,119756.71,104303.4
2023-11-01,2023,11,Q4,大有期货,金融服务,6613.58,3003.43,199.91,648.59,149.2,284.11,178.92,2507.26,1937.04,2301.07,6705.07,1206.91,7923.35,3275.35,210930.81,121122.0,104303.4
2023-12-01,2023,12,Q4,大有期货,金融服务,7164.56,2977.2,188.93,677.31,146.04,241.44,153.0,3086.63,2416.52,2165.51,6804.88,1224.88,8284.59,3651.75,216010.96,122962.67,104303.4
2024-01-01,2024,1,Q1,大有期货,金融服务,7598.77,3181.26,218.64,752.55,232.73,234.26,166.49,3145.82,2555.76,2914.28,7561.07,1377.32,7983.39,4133.25,220686.99,126007.95,104303.4
2024-02-01,2024,2,Q1,大有期货,金融服务,7926.71,3249.52,196.43,734.1,171.59,322.94,159.23,3411.37,2645.62,1508.91,7959.02,1449.82,7711.01,3435.88,222350.23,125594.63,104303.4
2024-03-01,2024,3,Q1,大有期货,金融服务,7693.18,3419.43,210.48,674.05,191.76,264.79,44.4,2977.09,2241.0,2908.75,8356.97,1522.31,8325.41,3434.51,223109.4,129190.46,104303.4
2024-04-01,2024,4,Q2,大有期货,金融服务,8760.06,3685.97,308.04,754.04,159.44,353.05,162.89,3662.42,2810.41,3059.77,8648.29,1575.37,7859.15,4135.43,223800.89,128640.94,104303.4
2024-05-01,2024,5,Q2,大有期货,金融服务,8966.4,3757.86,322.51,674.89,195.28,304.78,222.27,3933.34,3046.43,2033.17,8754.92,1594.8,7260.92,3372.68,227754.68,129698.96,104303.4
2024-06-01,2024,6,Q2,大有期货,金融服务,8396.21,3637.35,255.65,828.79,207.21,328.04,169.78,3308.96,2536.26,3044.23,8648.29,1575.37,8061.62,4806.19,222718.53,127818.43,104303.4
2024-07-01,2024,7,Q3,大有期货,金融服务,8354.74,3480.75,237.47,851.23,177.55,321.38,215.58,3501.94,2724.0,2804.0,8356.97,1522.31,8245.37,3255.76,222522.82,122180.81,104303.4
2024-08-01,2024,8,Q3,大有期货,金融服务,7887.76,3319.26,312.78,693.73,104.79,355.39,180.73,3282.53,2629.28,2204.4,7959.02,1449.82,7709.26,4008.61,226102.96,128813.22,104303.4
2024-09-01,2024,9,Q3,大有期货,金融服务,7458.4,2879.22,276.27,650.29,149.15,303.04,201.24,3401.67,2562.31,3388.44,7561.07,1377.32,8435.2,4412.84,229255.13,131628.89,104303.4
2024-10-01,2024,10,Q4,大有期货,金融服务,6923.74,2882.02,193.24,730.17,166.8,301.32,148.71,2798.91,2243.35,2339.28,7269.75,1324.26,8385.17,4226.97,229496.67,130316.2,104303.4
2024-11-01,2024,11,Q4,大有期货,金融服务,6743.78,3043.56,215.72,751.77,165.58,189.82,88.54,2465.87,1908.51,1348.0,7163.12,1304.83,6104.81,5060.33,227551.63,130270.24,104303.4
2024-12-01,2024,12,Q4,大有期货,金融服务,6902.72,2905.79,248.26,613.06,94.66,298.27,185.5,2928.18,2212.43,1920.88,7269.75,1324.26,8005.01,3700.15,227698.15,128074.62,104303.4
2025-01-01,2025,1,Q1,大有期货,金融服务,7830.44,3365.41,280.42,605.6,134.95,350.09,142.11,3236.08,2514.19,2349.39,8077.11,1488.77,7112.94,3573.91,239156.79,135573.13,104303.4
2025-02-01,2025,2,Q1,大有期货,金融服务,8425.17,3605.77,270.0,792.85,158.52,382.54,31.63,3247.11,2565.87,1909.26,8502.22,1567.13,8868.76,3816.73,242710.15,136620.38,106089.77
2025-03-01,2025,3,Q1,大有期货,金融服务,8220.67,3682.33,271.38,717.69,145.77,290.6,134.51,3247.41,2695.35,2201.08,8927.33,1645.49,6546.33,3841.11,242603.38,137117.5,105485.88
2025-04-01,2025,4,Q2,大有期货,金融服务,9394.79,3980.88,333.21,985.77,182.76,324.4,170.56,3758.33,3020.35,2637.93,9238.53,1702.85,8243.31,4387.3,240726.18,130318.8,110407.38
2025-05-01,2025,5,Q2,大有期货,金融服务,8780.33,3836.06,338.72,741.15,148.66,393.11,126.05,3448.69,2699.39,3059.0,9352.44,1723.84,9012.48,3682.55,247026.53,136077.42,110949.11
2025-06-01,2025,6,Q2,大有期货,金融服务,8784.35,3753.63,293.47,748.77,216.56,340.84,135.79,3566.87,2743.36,2680.63,9238.53,1702.85,8509.25,3775.91,244713.52,133181.04,111532.48
2025-07-01,2025,7,Q3,大有期货,金融服务,9204.44,3731.91,331.03,969.67,161.34,389.32,160.02,3781.19,2808.47,3397.03,8927.33,1645.49,8622.15,5056.8,243035.4,135554.55,107480.84
2025-08-01,2025,8,Q3,大有期货,金融服务,7954.17,3476.35,202.41,815.54,203.23,339.98,109.76,3026.43,2354.39,2300.5,8502.22,1567.13,7046.94,4881.63,246200.18,135641.49,110558.68
2025-09-01,2025,9,Q3,大有期货,金融服务,8072.23,3419.47,273.09,747.02,205.12,379.49,143.11,3191.17,2453.59,1762.7,8077.11,1488.77,7925.61,4645.75,242663.63,135044.9,107618.74
2025-10-01,2025,10,Q4,大有期货,金融服务,7529.61,3146.32,198.83,745.37,165.09,315.62,124.81,3083.2,2421.16,2617.63,7765.9,1431.41,7540.94,4385.72,240560.18,133021.33,107538.85
2025-11-01,2025,11,Q4,大有期货,金融服务,6501.99,2798.24,210.77,604.33,74.39,291.31,146.87,2669.83,2107.05,2930.95,7652.0,1410.42,8075.39,5232.55,248277.79,133520.46,114757.32
2025-12-01,2025,12,Q4,大有期货,金融服务,8030.69,3366.14,281.14,838.16,200.71,299.86,170.18,3214.85,2500.93,2449.71,7765.9,1431.41,6301.99,4395.37,247926.73,137560.85,110365.88
2026-01-01,2026,1,Q1,大有期货,金融服务,8371.79,3742.32,280.94,838.32,180.25,316.67,178.95,3192.25,2491.13,1728.31,8627.85,1608.92,8774.82,4937.39,257924.48,145464.82,112459.66
2026-02-01,2026,2,Q1,大有期货,金融服务,8721.27,3731.81,279.04,837.82,236.2,371.75,100.55,3365.19,2686.35,3753.05,9081.94,1693.6,8529.07,4821.45,259758.02,145051.17,114706.85
2026-03-01,2026,3,Q1,大有期货,金融服务,9696.25,4178.55,337.64,806.44,186.21,442.22,201.83,3947.01,2961.09,3782.87,9536.04,1778.28,8872.65,4327.66,260952.85,148050.5,112902.35
2026-04-01,2026,4,Q2,大有期货,金融服务,9800.45,4171.42,307.61,958.45,106.17,397.26,155.81,4015.35,3163.95,3277.25,9868.46,1840.27,9489.95,4472.7,259230.4,143504.18,115726.22
2026-05-01,2026,5,Q2,大有期货,金融服务,9147.83,3697.91,287.25,926.42,136.21,309.1,247.02,4037.97,3159.47,2867.52,9990.14,1862.96,8967.74,4878.65,258216.19,143549.24,114666.94
2026-06-01,2026,6,Q2,大有期货,金融服务,9385.19,4123.66,293.12,870.56,151.36,493.21,110.27,3563.55,2750.08,3334.04,9868.46,1840.27,9983.62,5106.3,256336.77,143335.59,113001.18
2023-01-01,2023,1,Q1,现代新能源,新能源,4683.82,2069.92,164.58,357.97,205.79,207.83,132.52,1810.27,1384.75,1150.68,4945.78,791.32,5940.73,2285.2,184795.46,110913.74,92922.93
2023-02-01,2023,2,Q1,现代新能源,新能源,4903.7,2175.91,139.42,444.63,209.26,253.86,147.61,1828.23,1477.69,1220.1,5206.08,832.97,4999.8,2976.27,183960.21,108704.04,92922.93
2023-03-01,2023,3,Q1,现代新能源,新能源,5311.59,2137.7,190.13,464.89,248.96,269.53,131.67,2132.06,1719.52,1682.48,5466.38,874.62,5985.22,2467.59,185231.11,111413.72,92922.93
2023-04-01,2023,4,Q2,现代新能源,新能源,5093.13,2149.73,134.78,447.65,222.35,208.34,90.42,2020.7,1637.17,2298.68,5656.94,905.11,5133.77,2107.53,187549.52,113566.96,92922.93
2023-05-01,2023,5,Q2,现代新能源,新能源,5409.05,2318.23,188.58,591.09,269.99,247.12,79.83,1873.88,1480.85,1538.5,5726.69,916.27,5410.41,2911.68,186793.18,110531.14,92922.93
2023-06-01,2023,6,Q2,现代新能源,新能源,5316.57,2260.85,177.38,493.33,274.75,240.7,151.19,2020.75,1601.87,700.97,5656.94,905.11,3823.37,2455.01,189143.79,113292.74,92922.93
2023-07-01,2023,7,Q3,现代新能源,新能源,5608.57,2349.29,171.84,539.6,264.12,257.61,163.88,2189.98,1688.12,1845.21,5466.38,874.62,4962.2,2740.51,186868.98,113223.72,92922.93
2023-08-01,2023,8,Q3,现代新能源,新能源,4796.79,2134.63,156.72,466.73,198.19,198.56,102.34,1744.3,1396.04,1398.6,5206.08,832.97,5023.91,2689.58,192702.11,113520.37,92922.93
2023-09-01,2023,9,Q3,现代新能源,新能源,4932.72,2197.34,136.4,458.85,251.18,197.37,67.65,1759.23,1419.5,1762.86,4945.78,791.32,4740.92,2865.87,187982.77,114170.46,92922.93
2023-10-01,2023,10,Q4,现代新能源,新能源,5023.56,2054.89,172.16,475.87,221.08,202.87,88.57,1985.26,1507.23,1692.06,4755.22,760.84,4683.14,2248.01,190943.26,115116.91,92922.93
2023-11-01,2023,11,Q4,现代新能源,新能源,4669.35,1978.14,130.16,460.09,224.3,225.1,102.53,1754.1,1358.19,1651.88,4685.47,749.68,4254.55,2026.64,192850.64,117636.08,92922.93
2023-12-01,2023,12,Q4,现代新能源,新能源,4640.35,2035.71,136.19,446.32,225.68,164.37,35.71,1667.8,1327.9,1286.8,4755.22,760.84,5170.9,2593.17,192021.62,116335.59,92922.93
2024-01-01,2024,1,Q1,现代新能源,新能源,5219.78,2168.48,151.74,471.59,281.77,258.64,164.52,2052.09,1550.88,1719.38,5283.64,855.53,5440.13,2789.03,200838.46,122240.8,92922.93
2024-02-01,2024,2,Q1,现代新能源,新能源,5743.19,2737.81,204.99,572.49,243.38,283.17,190.21,1891.56,1470.76,1007.32,5561.73,900.55,4462.53,3003.2,200454.14,118638.59,92922.93
2024-03-01,2024,3,Q1,现代新能源,新能源,5269.96,2158.74,130.48,546.49,204.41,261.89,130.21,2098.16,1669.7,1798.61,5839.81,945.58,5521.46,2874.58,201071.02,119048.28,92922.93
2024-04-01,2024,4,Q2,现代新能源,新能源,5714.77,2365.43,179.51,518.47,254.31,262.41,104.93,2239.57,1777.28,2185.3,6043.39,978.55,3787.42,2855.81,200090.23,118318.15,92922.93
2024-05-01,2024,5,Q2,现代新能源,新能源,5866.61,2427.79,197.64,557.26,260.94,196.39,165.49,2392.08,1912.46,2964.32,6117.9,990.61,5570.59,2381.5,201153.66,120711.1,92922.93
2024-06-01,2024,6,Q2,现代新能源,新能源,5945.84,2598.25,141.93,622.17,271.45,241.16,142.91,2213.79,1716.43,2622.82,6043.39,978.55,4981.26,2897.38,206504.04,119497.72,92922.93
2024-07-01,2024,7,Q3,现代新能源,新能源,5406.16,2302.19,198.41,536.13,244.37,270.95,32.56,1886.67,1471.18,1843.41,5839.81,945.58,4225.21,2862.12,202839.09,119330.48,92922.93
2024-08-01,2024,8,Q3,现代新能源,新能源,5114.04,2295.51,147.49,500.78,248.98,278.09,81.91,1725.11,1336.3,1370.93,5561.73,900.55,5520.11,2585.19,206844.71,122323.29,92922.93
2024-09-01,2024,9,Q3,现代新能源,新能源,4916.32,2148.16,139.66,460.07,213.85,231.51,90.15,1813.21,1404.18,2144.19,5283.64,855.53,5733.53,3036.23,205594.41,124161.91,92922.93
2024-10-01,2024,10,Q4,现代新能源,新能源,4784.87,2058.71,133.42,457.63,232.59,221.9,107.32,1787.94,1425.74,1077.22,5080.07,822.56,5123.63,2550.05,204747.86,121820.75,92922.93
2024-11-01,2024,11,Q4,现代新能源,新能源,4661.75,2215.92,165.69,433.41,212.74,152.84,106.74,1587.89,1288.83,1168.49,5005.55,810.5,3909.8,2843.52,200649.24,118034.04,92922.93
2024-12-01,2024,12,Q4,现代新能源,新能源,5127.83,2282.01,140.38,441.41,235.09,257.86,122.94,1894.01,1467.91,1478.03,5080.07,822.56,5604.31,3111.52,205120.86,121716.56,92922.93
2025-01-01,2025,1,Q1,现代新能源,新能源,5454.61,2470.05,192.36,596.4,256.33,244.86,106.9,1801.51,1415.55,1198.16,5644.24,924.75,5865.47,3268.56,216594.68,124580.87,92922.93
2025-02-01,2025,2,Q1,现代新能源,新能源,6214.24,2663.58,220.57,559.15,262.55,272.2,142.73,2378.93,1847.68,1586.09,5941.31,973.42,5782.04,2704.03,216416.57,127744.2,92922.93
2025-03-01,2025,3,Q1,现代新能源,新能源,5899.91,2542.06,165.21,575.49,273.52,257.72,91.38,2177.29,1707.95,1765.28,6238.37,1022.1,5549.37,3017.52,217778.09,127923.77,92922.93
2025-04-01,2025,4,Q2,现代新能源,新能源,6528.58,3103.17,206.79,589.05,309.5,253.59,102.7,2169.18,1653.91,1679.32,6455.84,1057.73,4768.09,3474.59,217916.18,125674.94,92922.93
2025-05-01,2025,5,Q2,现代新能源,新能源,6279.24,2595.21,251.46,612.44,279.94,296.53,105.2,2348.86,1807.82,2061.69,6535.44,1070.77,5582.8,3304.06,219827.87,127569.57,92922.93
2025-06-01,2025,6,Q2,现代新能源,新能源,6634.5,2949.41,196.7,666.78,291.38,241.95,131.36,2419.63,1878.28,2137.34,6455.84,1057.73,5643.65,2228.59,217592.49,128187.09,92922.93
2025-07-01,2025,7,Q3,现代新能源,新能源,5834.6,2804.69,206.45,527.6,258.38,235.17,120.11,1922.42,1532.99,2168.85,6238.37,1022.1,5793.95,2510.67,216710.71,124751.17,92922.93
2025-08-01,2025,8,Q3,现代新能源,新能源,5461.85,2407.76,148.03,484.99,226.08,174.26,87.57,2108.3,1675.58,2515.58,5941.31,973.42,5601.32,2877.09,218853.07,128219.96,92922.93
2025-09-01,2025,9,Q3,现代新能源,新能源,5754.83,2273.98,155.62,558.81,244.49,223.48,126.71,2425.17,1870.77,1790.74,5644.24,924.75,6018.29,3068.32,216279.11,124753.92,92922.93
2025-10-01,2025,10,Q4,现代新能源,新能源,5022.59,2121.99,138.88,480.03,214.54,204.93,69.19,1931.41,1516.58,1892.03,5426.78,889.12,5477.95,2900.78,217347.24,129622.52,92922.93
2025-11-01,2025,11,Q4,现代新能源,新能源,5047.1,2336.89,170.45,496.57,251.72,233.24,67.43,1625.66,1319.16,1749.52,5347.18,876.08,5475.29,2607.86,222410.74,126761.37,95649.37
2025-12-01,2025,12,Q4,现代新能源,新能源,5506.79,2356.77,131.03,512.63,195.3,245.06,88.47,2154.47,1671.82,1344.36,5426.78,889.12,6564.44,3043.88,218377.86,126922.09,92922.93
2026-01-01,2026,1,Q1,现代新能源,新能源,5736.69,2471.46,211.38,507.62,239.45,200.48,96.62,2202.93,1627.92,1119.0,6029.1,999.38,6362.07,3200.35,230949.27,129835.76,101113.51
2026-02-01,2026,2,Q1,现代新能源,新能源,6234.91,2716.03,211.92,589.3,291.92,273.97,58.27,2210.06,1737.12,1913.85,6346.42,1051.98,4698.48,2849.15,234146.78,133150.26,100996.52
2026-03-01,2026,3,Q1,现代新能源,新能源,6383.02,2723.46,226.71,647.6,281.05,329.28,76.49,2251.41,1746.38,1354.23,6663.74,1104.58,5744.25,3503.53,234094.81,135845.69,98249.11
2026-04-01,2026,4,Q2,现代新能源,新能源,7000.97,3189.27,238.51,527.99,278.08,381.45,120.45,2506.13,1990.08,1384.23,6896.04,1143.09,5363.45,2754.95,235206.8,135161.82,100044.98
2026-05-01,2026,5,Q2,现代新能源,新能源,6513.13,2812.09,240.39,714.23,285.61,283.63,136.14,2313.32,1808.48,1397.65,6981.06,1157.18,5000.6,3233.3,234850.88,138206.0,96644.88
2026-06-01,2026,6,Q2,现代新能源,新能源,6730.03,2952.3,199.6,653.43,304.35,316.41,124.25,2428.18,1894.64,2850.86,6896.04,1143.09,5460.49,3600.38,237828.24,137720.68,100107.57
2023-01-01,2023,1,Q1,现代资产,资产经营,4981.53,1902.08,160.03,487.11,96.75,188.5,87.43,2234.49,1736.72,1862.5,5627.95,1125.59,4999.12,2567.15,223772.9,140220.14,111792.95
2023-02-01,2023,2,Q1,现代资产,资产经营,5914.64,2601.13,133.77,675.24,104.55,301.92,92.51,2190.56,1758.35,1334.51,5924.16,1184.83,5885.89,3127.92,227978.6,145475.21,111792.95
2023-03-01,2023,3,Q1,现代资产,资产经营,6090.17,2479.14,163.68,555.35,129.84,239.46,164.59,2687.29,2108.02,2319.25,6220.37,1244.07,5679.19,2990.58,226867.67,142529.34,111792.95
2023-04-01,2023,4,Q2,现代资产,资产经营,6774.34,2958.53,199.08,626.47,134.86,347.94,141.86,2649.33,2044.86,2324.82,6437.21,1287.44,4982.13,2979.38,225420.6,141315.0,111792.95
2023-05-01,2023,5,Q2,现代资产,资产经营,6521.97,2854.24,210.74,627.25,128.09,310.96,158.01,2548.7,1905.17,2746.58,6516.58,1303.32,5717.21,2570.14,226399.12,142182.32,111792.95
2023-06-01,2023,6,Q2,现代资产,资产经营,6253.38,2719.48,217.32,654.53,98.08,246.75,68.22,2385.44,1949.3,1293.21,6437.21,1287.44,4904.81,3147.18,226059.06,143874.01,111792.95
2023-07-01,2023,7,Q3,现代资产,资产经营,6001.26,2326.01,167.28,628.91,93.82,283.72,115.46,2616.98,1968.71,2408.86,6220.37,1244.07,5686.67,3012.92,225529.75,140100.82,111792.95
2023-08-01,2023,8,Q3,现代资产,资产经营,6111.13,2622.02,228.06,555.15,154.19,292.62,191.98,2451.08,2007.47,1499.33,5924.16,1184.83,5375.1,2810.98,225029.04,143354.73,111792.95
2023-09-01,2023,9,Q3,现代资产,资产经营,5469.09,2292.83,170.62,485.09,138.9,260.72,145.87,2266.78,1799.88,1744.87,5627.95,1125.59,5882.6,2335.04,226080.17,142271.24,111792.95
2023-10-01,2023,10,Q4,现代资产,资产经营,5341.62,2375.55,106.83,543.27,90.39,238.86,113.97,2100.68,1628.43,1104.75,5411.11,1082.22,6176.48,2493.98,223696.61,139189.8,111792.95
2023-11-01,2023,11,Q4,现代资产,资产经营,4787.24,2154.35,154.36,463.36,90.77,217.63,71.05,1777.82,1398.31,1609.32,5331.74,1066.35,6690.98,3217.4,228936.31,144284.96,111792.95
2023-12-01,2023,12,Q4,现代资产,资产经营,5533.12,2468.25,160.82,554.86,97.09,303.12,77.22,2026.18,1534.35,1591.05,5411.11,1082.22,5195.63,3038.62,224912.91,139730.9,111792.95
2024-01-01,2024,1,Q1,现代资产,资产经营,5900.5,2488.72,217.63,591.93,142.92,259.43,91.91,2291.78,1740.58,1123.32,6012.42,1216.91,6578.16,2757.74,240197.24,146279.09,111792.95
2024-02-01,2024,2,Q1,现代资产,资产经营,6246.14,2664.31,182.42,625.99,124.44,244.42,96.81,2501.38,1962.35,1447.77,6328.86,1280.96,6613.04,2942.0,239055.68,148957.96,111792.95
2024-03-01,2024,3,Q1,现代资产,资产经营,6696.73,2757.54,166.24,668.68,166.36,310.36,129.62,2757.16,2238.96,2526.64,6645.3,1345.01,5282.29,2966.72,240403.19,150013.56,111792.95
2024-04-01,2024,4,Q2,现代资产,资产经营,6749.33,3099.08,210.16,665.4,137.32,281.29,181.09,2537.17,1956.85,1805.1,6876.96,1391.9,6068.98,3320.76,245041.28,152949.42,111792.95
2024-05-01,2024,5,Q2,现代资产,资产经营,6528.25,2781.25,201.88,707.54,93.11,291.88,161.15,2613.74,2012.21,2385.63,6961.75,1409.06,6378.5,2985.3,241815.96,149372.16,111792.95
2024-06-01,2024,6,Q2,现代资产,资产经营,6785.38,2877.15,234.93,654.61,94.77,289.61,149.66,2783.98,2081.97,1763.05,6876.96,1391.9,5226.32,2944.7,244207.1,150510.82,111792.95
2024-07-01,2024,7,Q3,现代资产,资产经营,6580.29,2903.16,232.99,640.62,103.56,238.64,122.11,2583.43,1981.99,1292.75,6645.3,1345.01,6135.22,3247.81,241090.42,147207.1,111792.95
2024-08-01,2024,8,Q3,现代资产,资产经营,6401.44,2552.26,206.76,599.16,153.73,300.1,155.71,2745.13,2040.17,2095.48,6328.86,1280.96,5371.12,3768.03,245018.56,153215.89,111792.95
2024-09-01,2024,9,Q3,现代资产,资产经营,5958.55,2531.23,167.07,602.71,113.17,302.06,100.23,2342.53,1794.21,2336.9,6012.42,1216.91,5413.42,2770.43,242329.5,151370.92,111792.95
2024-10-01,2024,10,Q4,现代资产,资产经营,5895.14,2446.66,157.06,507.99,155.01,300.41,163.97,2491.97,2001.4,1969.81,5780.77,1170.03,6052.44,2855.18,247620.18,153457.84,111792.95
2024-11-01,2024,11,Q4,现代资产,资产经营,5666.7,2453.48,160.18,429.47,105.08,240.71,98.74,2376.54,1818.03,2244.58,5695.98,1152.87,7125.82,3002.6,244324.29,149147.27,111792.95
2024-12-01,2024,12,Q4,现代资产,资产经营,5641.85,2433.46,177.9,522.31,98.88,246.42,93.87,2256.75,1821.72,891.7,5780.77,1170.03,5379.06,3001.0,245003.43,149898.96,111792.95
2025-01-01,2025,1,Q1,现代资产,资产经营,6567.54,2876.4,180.29,604.37,84.46,283.29,125.64,2664.38,2056.14,2128.56,6422.76,1315.38,6071.56,3620.12,259695.06,157688.63,111792.95
2025-02-01,2025,2,Q1,现代资产,资产经营,6224.19,2690.66,196.59,534.67,100.62,295.0,90.31,2496.95,1946.24,1181.67,6760.8,1384.61,5313.78,2807.56,259343.57,155908.68,111792.95
2025-03-01,2025,3,Q1,现代资产,资产经营,7488.08,3215.78,222.31,708.93,160.02,410.57,116.8,2887.28,2319.72,2748.85,7098.84,1453.84,6772.27,3282.07,260823.48,157543.59,111792.95
2025-04-01,2025,4,Q2,现代资产,资产经营,7052.21,3084.52,222.41,672.22,154.14,356.8,113.2,2675.32,2051.58,2548.95,7346.3,1504.52,5115.07,3011.59,263075.95,161595.74,111792.95
2025-05-01,2025,5,Q2,现代资产,资产经营,7400.23,3372.81,241.42,760.31,168.98,304.11,155.49,2708.09,2058.8,2141.56,7436.88,1523.07,6231.92,2845.33,258662.49,154525.56,111792.95
2025-06-01,2025,6,Q2,现代资产,资产经营,6827.01,3001.05,222.9,585.53,114.28,340.78,77.4,2639.86,2056.73,1664.93,7346.3,1504.52,7045.02,3604.02,264825.18,162871.19,111792.95
2025-07-01,2025,7,Q3,现代资产,资产经营,6553.68,2939.0,227.78,603.48,128.93,327.33,140.71,2467.88,1895.02,2066.71,7098.84,1453.84,6191.04,3377.4,261119.1,158664.12,111792.95
2025-08-01,2025,8,Q3,现代资产,资产经营,6760.28,2842.54,246.8,696.53,142.15,273.41,83.63,2642.47,1986.12,2188.76,6760.8,1384.61,5996.18,3249.83,261659.44,162913.03,111792.95
2025-09-01,2025,9,Q3,现代资产,资产经营,6302.79,2728.25,200.77,476.88,118.8,346.65,125.26,2556.7,1986.25,1761.53,6422.76,1315.38,6201.32,4157.84,265412.73,164430.1,111792.95
2025-10-01,2025,10,Q4,现代资产,资产经营,6196.97,2600.86,200.51,551.57,147.57,304.86,94.84,2486.44,1846.41,2030.7,6175.3,1264.7,6945.55,3290.88,263456.5,158395.82,111792.95
2025-11-01,2025,11,Q4,现代资产,资产经营,6217.37,2745.33,185.99,625.37,112.74,291.78,80.33,2336.49,1918.91,1545.84,6084.72,1246.15,6801.93,3077.33,264127.05,159881.82,111792.95
2025-12-01,2025,12,Q4,现代资产,资产经营,6249.75,2697.21,202.33,556.14,113.76,343.74,72.51,2409.08,1871.07,2170.64,6175.3,1264.7,6919.47,3048.16,258063.12,155839.94,111792.95
2026-01-01,2026,1,Q1,现代资产,资产经营,6886.6,2742.01,205.24,687.2,166.95,316.15,99.48,2868.54,2274.45,2091.2,6860.7,1421.54,7157.7,3807.51,272452.85,164560.4,111792.95
2026-02-01,2026,2,Q1,现代资产,资产经营,6972.39,2862.64,248.34,706.38,143.03,339.24,64.25,2737.01,2068.24,1849.99,7221.79,1496.35,6026.73,3551.58,274503.1,162573.44,111929.66
2026-03-01,2026,3,Q1,现代资产,资产经营,7501.57,3070.47,224.05,714.54,169.64,365.06,183.82,3141.62,2436.12,2186.07,7582.88,1571.17,6168.9,3855.61,278117.76,164943.1,113174.66
2026-04-01,2026,4,Q2,现代资产,资产经营,8233.02,3412.32,320.51,778.52,214.65,452.82,81.12,3135.32,2531.55,2619.71,7847.21,1625.94,8674.5,3883.84,278844.07,166251.57,112592.49
2026-05-01,2026,5,Q2,现代资产,资产经营,7722.81,3193.89,292.38,868.45,109.7,363.72,187.86,3082.53,2349.82,1497.02,7943.97,1645.99,7548.12,2728.78,279458.61,166080.27,113378.34
2026-06-01,2026,6,Q2,现代资产,资产经营,7854.41,3206.07,247.88,755.63,120.54,383.87,97.35,3237.77,2476.65,3265.53,7847.21,1625.94,7342.38,4440.59,281561.94,171578.88,111792.95
